,Buurten,Year,Age,Gender,value
1529,Heusdenhout,2016-01-01,65-74 jaar,Vrouw,421.0
1530,Moleneind-oost,2016-01-01,65-74 jaar,Vrouw,6.0
1531,Hoogeind,2016-01-01,65-74 jaar,Vrouw,6.0
1532,Blauwe Kei,2016-01-01,65-74 jaar,Vrouw,207.0
1533,Ypelaar,2016-01-01,65-74 jaar,Vrouw,491.0
1534,Overakker,2016-01-01,65-74 jaar,Vrouw,165.0
1535,Ginneken,2016-01-01,65-74 jaar,Vrouw,313.0
1536,Mastbos,2016-01-01,65-74 jaar,Vrouw,35.0
1537,Boeimeer,2016-01-01,65-74 jaar,Vrouw,343.0
1538,Ruitersbos,2016-01-01,65-74 jaar,Vrouw,174.0
1539,Haagpoort,2016-01-01,65-74 jaar,Vrouw,74.0
1540,Heuvel,2016-01-01,65-74 jaar,Vrouw,280.0
1541,Tuinzigt,2016-01-01,65-74 jaar,Vrouw,264.0
1542,Princenhage,2016-01-01,65-74 jaar,Vrouw,501.0
1543,Westerpark,2016-01-01,65-74 jaar,Vrouw,123.0
1544,Heilaar,2016-01-01,65-74 jaar,Vrouw,20.0
1545,Hazeldonk,2016-01-01,65-74 jaar,Vrouw,1.0
1546,Steenakker,2016-01-01,65-74 jaar,Vrouw,14.0
1547,Effen-Rith,2016-01-01,65-74 jaar,Vrouw,65.0
1548,Liesbos,2016-01-01,65-74 jaar,Vrouw,47.0
1549,Gageldonk,2016-01-01,65-74 jaar,Vrouw,182.0
1550,Kievitsloop,2016-01-01,65-74 jaar,Vrouw,128.0
1551,Kesteren,2016-01-01,65-74 jaar,Vrouw,86.0
1552,Muizenberg,2016-01-01,65-74 jaar,Vrouw,114.0
1553,Heksenwiel,2016-01-01,65-74 jaar,Vrouw,209.0
1554,Overkroeten,2016-01-01,65-74 jaar,Vrouw,95.0
1555,Kroeten,2016-01-01,65-74 jaar,Vrouw,53.0
1556,Emer,2016-01-01,65-74 jaar,Vrouw,5.0
1557,Hagebeemd,2016-01-01,65-74 jaar,Vrouw,11.0
1558,Bavel,2016-01-01,65-74 jaar,Vrouw,351.0
1559,Nieuw Wolfslaar,2016-01-01,65-74 jaar,Vrouw,121.0
1560,Buitengebied Bavel,2016-01-01,65-74 jaar,Vrouw,24.0
1561,Ulvenhout,2016-01-01,65-74 jaar,Vrouw,348.0
1562,Buitengebied Ulvenhout,2016-01-01,65-74 jaar,Vrouw,19.0
1563,Prinsenbeek,2016-01-01,65-74 jaar,Vrouw,720.0
1564,Buitengebied Prinsenbeek,2016-01-01,65-74 jaar,Vrouw,64.0
1565,Teteringen,2016-01-01,65-74 jaar,Vrouw,451.0
1566,Vuchtpolder,2016-01-01,65-74 jaar,Vrouw,2.0
1567,Buitengebied Teteringen,2016-01-01,65-74 jaar,Vrouw,14.0
1568,Valkenberg,2016-01-01,>= 75 jaar,Man,45.0
1569,Chassé,2016-01-01,>= 75 jaar,Man,121.0
1570,Fellenoord,2016-01-01,>= 75 jaar,Man,24.0
1571,Schorsmolen,2016-01-01,>= 75 jaar,Man,79.0
1572,Station,2016-01-01,>= 75 jaar,Man,12.0
1573,City,2016-01-01,>= 75 jaar,Man,25.0
1574,Belcrum,2016-01-01,>= 75 jaar,Man,68.0
1575,Doornbos-Linie,2016-01-01,>= 75 jaar,Man,89.0
1576,Biesdonk,2016-01-01,>= 75 jaar,Man,179.0
1577,Geeren-zuid,2016-01-01,>= 75 jaar,Man,147.0
1578,Wisselaar,2016-01-01,>= 75 jaar,Man,140.0
1579,Krogten,2016-01-01,>= 75 jaar,Man,5.0
1580,Geeren-noord,2016-01-01,>= 75 jaar,Man,101.0
1581,Waterdonken,2016-01-01,>= 75 jaar,Man,2.0
1582,Brabantpark,2016-01-01,>= 75 jaar,Man,292.0
1583,Sportpark,2016-01-01,>= 75 jaar,Man,134.0
1584,Zandberg,2016-01-01,>= 75 jaar,Man,90.0
1585,Heusdenhout,2016-01-01,>= 75 jaar,Man,266.0
1586,Moleneind-oost,2016-01-01,>= 75 jaar,Man,4.0
1587,Hoogeind,2016-01-01,>= 75 jaar,Man,2.0
1588,Blauwe Kei,2016-01-01,>= 75 jaar,Man,109.0
1589,Ypelaar,2016-01-01,>= 75 jaar,Man,342.0
1590,Overakker,2016-01-01,>= 75 jaar,Man,208.0
1591,Ginneken,2016-01-01,>= 75 jaar,Man,168.0
1592,Mastbos,2016-01-01,>= 75 jaar,Man,20.0
1593,Boeimeer,2016-01-01,>= 75 jaar,Man,200.0
1594,Ruitersbos,2016-01-01,>= 75 jaar,Man,193.0
1595,Haagpoort,2016-01-01,>= 75 jaar,Man,34.0
1596,Heuvel,2016-01-01,>= 75 jaar,Man,178.0
1597,Tuinzigt,2016-01-01,>= 75 jaar,Man,134.0
1598,Princenhage,2016-01-01,>= 75 jaar,Man,262.0
1599,Westerpark,2016-01-01,>= 75 jaar,Man,90.0
1600,Heilaar,2016-01-01,>= 75 jaar,Man,9.0
1601,Hazeldonk,2016-01-01,>= 75 jaar,Man,1.0
1602,Steenakker,2016-01-01,>= 75 jaar,Man,7.0
1603,Effen-Rith,2016-01-01,>= 75 jaar,Man,31.0
1604,Liesbos,2016-01-01,>= 75 jaar,Man,25.0
1605,Gageldonk,2016-01-01,>= 75 jaar,Man,32.0
1606,Kievitsloop,2016-01-01,>= 75 jaar,Man,35.0
1607,Kesteren,2016-01-01,>= 75 jaar,Man,21.0
1608,Muizenberg,2016-01-01,>= 75 jaar,Man,45.0
1609,Heksenwiel,2016-01-01,>= 75 jaar,Man,131.0
1610,Overkroeten,2016-01-01,>= 75 jaar,Man,68.0
1611,Kroeten,2016-01-01,>= 75 jaar,Man,20.0
1612,Emer,2016-01-01,>= 75 jaar,Man,1.0
1613,Hagebeemd,2016-01-01,>= 75 jaar,Man,5.0
1614,Bavel,2016-01-01,>= 75 jaar,Man,172.0
1615,Nieuw Wolfslaar,2016-01-01,>= 75 jaar,Man,73.0
1616,Buitengebied Bavel,2016-01-01,>= 75 jaar,Man,9.0
1617,Ulvenhout,2016-01-01,>= 75 jaar,Man,256.0
1618,Buitengebied Ulvenhout,2016-01-01,>= 75 jaar,Man,7.0
1619,Prinsenbeek,2016-01-01,>= 75 jaar,Man,465.0
1620,Buitengebied Prinsenbeek,2016-01-01,>= 75 jaar,Man,38.0
1621,Teteringen,2016-01-01,>= 75 jaar,Man,355.0
1622,Vuchtpolder,2016-01-01,>= 75 jaar,Man,3.0
1623,Buitengebied Teteringen,2016-01-01,>= 75 jaar,Man,47.0
1624,Valkenberg,2016-01-01,>= 75 jaar,Vrouw,93.0
1625,Chassé,2016-01-01,>= 75 jaar,Vrouw,149.0
1626,Fellenoord,2016-01-01,>= 75 jaar,Vrouw,34.0
1627,Schorsmolen,2016-01-01,>= 75 jaar,Vrouw,210.0
1628,Station,2016-01-01,>= 75 jaar,Vrouw,17.0
1629,City,2016-01-01,>= 75 jaar,Vrouw,44.0
1630,Belcrum,2016-01-01,>= 75 jaar,Vrouw,67.0
1631,Doornbos-Linie,2016-01-01,>= 75 jaar,Vrouw,150.0
1632,Biesdonk,2016-01-01,>= 75 jaar,Vrouw,301.0
1633,Geeren-zuid,2016-01-01,>= 75 jaar,Vrouw,237.0
1634,Wisselaar,2016-01-01,>= 75 jaar,Vrouw,166.0
1635,Krogten,2016-01-01,>= 75 jaar,Vrouw,2.0
1636,Geeren-noord,2016-01-01,>= 75 jaar,Vrouw,188.0
1637,Waterdonken,2016-01-01,>= 75 jaar,Vrouw,3.0
1638,Brabantpark,2016-01-01,>= 75 jaar,Vrouw,515.0
1639,Sportpark,2016-01-01,>= 75 jaar,Vrouw,226.0
1640,Zandberg,2016-01-01,>= 75 jaar,Vrouw,106.0
1641,Heusdenhout,2016-01-01,>= 75 jaar,Vrouw,418.0
1642,Moleneind-oost,2016-01-01,>= 75 jaar,Vrouw,4.0
1643,Hoogeind,2016-01-01,>= 75 jaar,Vrouw,2.0
1644,Blauwe Kei,2016-01-01,>= 75 jaar,Vrouw,138.0
1645,Ypelaar,2016-01-01,>= 75 jaar,Vrouw,601.0
1646,Overakker,2016-01-01,>= 75 jaar,Vrouw,434.0
1647,Ginneken,2016-01-01,>= 75 jaar,Vrouw,228.0
1648,Mastbos,2016-01-01,>= 75 jaar,Vrouw,12.0
1649,Boeimeer,2016-01-01,>= 75 jaar,Vrouw,310.0
1650,Ruitersbos,2016-01-01,>= 75 jaar,Vrouw,406.0
1651,Haagpoort,2016-01-01,>= 75 jaar,Vrouw,42.0
1652,Heuvel,2016-01-01,>= 75 jaar,Vrouw,239.0
1653,Tuinzigt,2016-01-01,>= 75 jaar,Vrouw,174.0
1654,Princenhage,2016-01-01,>= 75 jaar,Vrouw,449.0
1655,Westerpark,2016-01-01,>= 75 jaar,Vrouw,138.0
1656,Heilaar,2016-01-01,>= 75 jaar,Vrouw,9.0
1657,Hazeldonk,2016-01-01,>= 75 jaar,Vrouw,3.0
1658,Steenakker,2016-01-01,>= 75 jaar,Vrouw,10.0
1659,Effen-Rith,2016-01-01,>= 75 jaar,Vrouw,30.0
1660,Liesbos,2016-01-01,>= 75 jaar,Vrouw,34.0
1661,Gageldonk,2016-01-01,>= 75 jaar,Vrouw,55.0
1662,Kievitsloop,2016-01-01,>= 75 jaar,Vrouw,28.0
1663,Kesteren,2016-01-01,>= 75 jaar,Vrouw,38.0
1664,Muizenberg,2016-01-01,>= 75 jaar,Vrouw,48.0
1665,Heksenwiel,2016-01-01,>= 75 jaar,Vrouw,235.0
1666,Overkroeten,2016-01-01,>= 75 jaar,Vrouw,82.0
1667,Kroeten,2016-01-01,>= 75 jaar,Vrouw,29.0
1668,Emer,2016-01-01,>= 75 jaar,Vrouw,3.0
1669,Hagebeemd,2016-01-01,>= 75 jaar,Vrouw,5.0
1670,Bavel,2016-01-01,>= 75 jaar,Vrouw,220.0
1671,Nieuw Wolfslaar,2016-01-01,>= 75 jaar,Vrouw,67.0
1672,Buitengebied Bavel,2016-01-01,>= 75 jaar,Vrouw,14.0
1673,Ulvenhout,2016-01-01,>= 75 jaar,Vrouw,366.0
1674,Buitengebied Ulvenhout,2016-01-01,>= 75 jaar,Vrouw,6.0
1675,Prinsenbeek,2016-01-01,>= 75 jaar,Vrouw,557.0
1676,Buitengebied Prinsenbeek,2016-01-01,>= 75 jaar,Vrouw,20.0
1677,Teteringen,2016-01-01,>= 75 jaar,Vrouw,433.0
1678,Vuchtpolder,2016-01-01,>= 75 jaar,Vrouw,3.0
1679,Buitengebied Teteringen,2016-01-01,>= 75 jaar,Vrouw,2.0
1680,Valkenberg,2017-01-01,< 30 jaar,Man,463.0
1681,Chassé,2017-01-01,< 30 jaar,Man,580.0
1682,Fellenoord,2017-01-01,< 30 jaar,Man,319.0
1683,Schorsmolen,2017-01-01,< 30 jaar,Man,769.0
1684,Station,2017-01-01,< 30 jaar,Man,563.0
1685,City,2017-01-01,< 30 jaar,Man,703.0
1686,Belcrum,2017-01-01,< 30 jaar,Man,803.0
1687,Doornbos-Linie,2017-01-01,< 30 jaar,Man,966.0
1688,Biesdonk,2017-01-01,< 30 jaar,Man,923.0
1689,Geeren-zuid,2017-01-01,< 30 jaar,Man,751.0
1690,Wisselaar,2017-01-01,< 30 jaar,Man,766.0
1691,Krogten,2017-01-01,< 30 jaar,Man,35.0
1692,Geeren-noord,2017-01-01,< 30 jaar,Man,543.0
1693,Waterdonken,2017-01-01,< 30 jaar,Man,247.0
1694,Brabantpark,2017-01-01,< 30 jaar,Man,1955.0
1695,Sportpark,2017-01-01,< 30 jaar,Man,635.0
1696,Zandberg,2017-01-01,< 30 jaar,Man,1058.0
1697,Heusdenhout,2017-01-01,< 30 jaar,Man,833.0
1698,Moleneind-oost,2017-01-01,< 30 jaar,Man,9.0
1699,Hoogeind,2017-01-01,< 30 jaar,Man,4.0
1700,Blauwe Kei,2017-01-01,< 30 jaar,Man,703.0
1701,Ypelaar,2017-01-01,< 30 jaar,Man,868.0
1702,Overakker,2017-01-01,< 30 jaar,Man,460.0
1703,Ginneken,2017-01-01,< 30 jaar,Man,950.0
1704,Mastbos,2017-01-01,< 30 jaar,Man,97.0
1705,Boeimeer,2017-01-01,< 30 jaar,Man,948.0
1706,Ruitersbos,2017-01-01,< 30 jaar,Man,339.0
1707,Haagpoort,2017-01-01,< 30 jaar,Man,448.0
1708,Heuvel,2017-01-01,< 30 jaar,Man,1626.0
1709,Tuinzigt,2017-01-01,< 30 jaar,Man,1641.0
1710,Princenhage,2017-01-01,< 30 jaar,Man,1433.0
1711,Westerpark,2017-01-01,< 30 jaar,Man,644.0
1712,Heilaar,2017-01-01,< 30 jaar,Man,53.0
1713,Hazeldonk,2017-01-01,< 30 jaar,Man,6.0
1714,Steenakker,2017-01-01,< 30 jaar,Man,39.0
1715,Effen-Rith,2017-01-01,< 30 jaar,Man,122.0
1716,Liesbos,2017-01-01,< 30 jaar,Man,85.0
1717,Gageldonk,2017-01-01,< 30 jaar,Man,898.0
1718,Kievitsloop,2017-01-01,< 30 jaar,Man,841.0
1719,Kesteren,2017-01-01,< 30 jaar,Man,772.0
1720,Muizenberg,2017-01-01,< 30 jaar,Man,578.0
1721,Heksenwiel,2017-01-01,< 30 jaar,Man,821.0
1722,Overkroeten,2017-01-01,< 30 jaar,Man,603.0
1723,Kroeten,2017-01-01,< 30 jaar,Man,464.0
1724,Emer,2017-01-01,< 30 jaar,Man,10.0
1725,Hagebeemd,2017-01-01,< 30 jaar,Man,29.0
1726,Bavel,2017-01-01,< 30 jaar,Man,896.0
1727,Nieuw Wolfslaar,2017-01-01,< 30 jaar,Man,446.0
1728,Buitengebied Bavel,2017-01-01,< 30 jaar,Man,116.0
1729,Ulvenhout,2017-01-01,< 30 jaar,Man,716.0
1730,Buitengebied Ulvenhout,2017-01-01,< 30 jaar,Man,47.0
1731,Prinsenbeek,2017-01-01,< 30 jaar,Man,1756.0
1732,Buitengebied Prinsenbeek,2017-01-01,< 30 jaar,Man,147.0
1733,Teteringen,2017-01-01,< 30 jaar,Man,1135.0
1734,Vuchtpolder,2017-01-01,< 30 jaar,Man,14.0
1735,Buitengebied Teteringen,2017-01-01,< 30 jaar,Man,63.0
1736,Valkenberg,2017-01-01,< 30 jaar,Vrouw,470.0
1737,Chassé,2017-01-01,< 30 jaar,Vrouw,599.0
1738,Fellenoord,2017-01-01,< 30 jaar,Vrouw,361.0
1739,Schorsmolen,2017-01-01,< 30 jaar,Vrouw,819.0
1740,Station,2017-01-01,< 30 jaar,Vrouw,612.0
1741,City,2017-01-01,< 30 jaar,Vrouw,774.0
1742,Belcrum,2017-01-01,< 30 jaar,Vrouw,863.0
1743,Doornbos-Linie,2017-01-01,< 30 jaar,Vrouw,930.0
1744,Biesdonk,2017-01-01,< 30 jaar,Vrouw,960.0
1745,Geeren-zuid,2017-01-01,< 30 jaar,Vrouw,743.0
1746,Wisselaar,2017-01-01,< 30 jaar,Vrouw,819.0
1747,Krogten,2017-01-01,< 30 jaar,Vrouw,29.0
1748,Geeren-noord,2017-01-01,< 30 jaar,Vrouw,511.0
1749,Waterdonken,2017-01-01,< 30 jaar,Vrouw,275.0
1750,Brabantpark,2017-01-01,< 30 jaar,Vrouw,2225.0
1751,Sportpark,2017-01-01,< 30 jaar,Vrouw,627.0
1752,Zandberg,2017-01-01,< 30 jaar,Vrouw,1140.0
1753,Heusdenhout,2017-01-01,< 30 jaar,Vrouw,767.0
1754,Moleneind-oost,2017-01-01,< 30 jaar,Vrouw,6.0
1755,Hoogeind,2017-01-01,< 30 jaar,Vrouw,4.0
1756,Blauwe Kei,2017-01-01,< 30 jaar,Vrouw,743.0
1757,Ypelaar,2017-01-01,< 30 jaar,Vrouw,822.0
1758,Overakker,2017-01-01,< 30 jaar,Vrouw,482.0
1759,Ginneken,2017-01-01,< 30 jaar,Vrouw,897.0
1760,Mastbos,2017-01-01,< 30 jaar,Vrouw,40.0
1761,Boeimeer,2017-01-01,< 30 jaar,Vrouw,987.0
1762,Ruitersbos,2017-01-01,< 30 jaar,Vrouw,345.0
1763,Haagpoort,2017-01-01,< 30 jaar,Vrouw,475.0
1764,Heuvel,2017-01-01,< 30 jaar,Vrouw,1626.0
1765,Tuinzigt,2017-01-01,< 30 jaar,Vrouw,1723.0
1766,Princenhage,2017-01-01,< 30 jaar,Vrouw,1427.0
1767,Westerpark,2017-01-01,< 30 jaar,Vrouw,619.0
1768,Heilaar,2017-01-01,< 30 jaar,Vrouw,59.0
1769,Hazeldonk,2017-01-01,< 30 jaar,Vrouw,6.0
1770,Steenakker,2017-01-01,< 30 jaar,Vrouw,39.0
1771,Effen-Rith,2017-01-01,< 30 jaar,Vrouw,110.0
1772,Liesbos,2017-01-01,< 30 jaar,Vrouw,93.0
1773,Gageldonk,2017-01-01,< 30 jaar,Vrouw,787.0
1774,Kievitsloop,2017-01-01,< 30 jaar,Vrouw,794.0
1775,Kesteren,2017-01-01,< 30 jaar,Vrouw,754.0
1776,Muizenberg,2017-01-01,< 30 jaar,Vrouw,488.0
1777,Heksenwiel,2017-01-01,< 30 jaar,Vrouw,723.0
1778,Overkroeten,2017-01-01,< 30 jaar,Vrouw,546.0
1779,Kroeten,2017-01-01,< 30 jaar,Vrouw,441.0
1780,Emer,2017-01-01,< 30 jaar,Vrouw,8.0
1781,Hagebeemd,2017-01-01,< 30 jaar,Vrouw,34.0
1782,Bavel,2017-01-01,< 30 jaar,Vrouw,812.0
1783,Nieuw Wolfslaar,2017-01-01,< 30 jaar,Vrouw,412.0
1784,Buitengebied Bavel,2017-01-01,< 30 jaar,Vrouw,66.0
1785,Ulvenhout,2017-01-01,< 30 jaar,Vrouw,633.0
1786,Buitengebied Ulvenhout,2017-01-01,< 30 jaar,Vrouw,37.0
1787,Prinsenbeek,2017-01-01,< 30 jaar,Vrouw,1672.0
1788,Buitengebied Prinsenbeek,2017-01-01,< 30 jaar,Vrouw,122.0
1789,Teteringen,2017-01-01,< 30 jaar,Vrouw,1142.0
1790,Vuchtpolder,2017-01-01,< 30 jaar,Vrouw,13.0
1791,Buitengebied Teteringen,2017-01-01,< 30 jaar,Vrouw,47.0
1792,Valkenberg,2017-01-01,30-44 jaar,Man,182.0
1793,Chassé,2017-01-01,30-44 jaar,Man,369.0
1794,Fellenoord,2017-01-01,30-44 jaar,Man,186.0
1795,Schorsmolen,2017-01-01,30-44 jaar,Man,454.0
1796,Station,2017-01-01,30-44 jaar,Man,322.0
1797,City,2017-01-01,30-44 jaar,Man,298.0
1798,Belcrum,2017-01-01,30-44 jaar,Man,506.0
1799,Doornbos-Linie,2017-01-01,30-44 jaar,Man,543.0
1800,Biesdonk,2017-01-01,30-44 jaar,Man,465.0
1801,Geeren-zuid,2017-01-01,30-44 jaar,Man,348.0
1802,Wisselaar,2017-01-01,30-44 jaar,Man,371.0
1803,Krogten,2017-01-01,30-44 jaar,Man,21.0
1804,Geeren-noord,2017-01-01,30-44 jaar,Man,250.0
1805,Waterdonken,2017-01-01,30-44 jaar,Man,258.0
1806,Brabantpark,2017-01-01,30-44 jaar,Man,1028.0
1807,Sportpark,2017-01-01,30-44 jaar,Man,292.0
1808,Zandberg,2017-01-01,30-44 jaar,Man,440.0
1809,Heusdenhout,2017-01-01,30-44 jaar,Man,398.0
1810,Moleneind-oost,2017-01-01,30-44 jaar,Man,5.0
1811,Hoogeind,2017-01-01,30-44 jaar,Man,5.0
1812,Blauwe Kei,2017-01-01,30-44 jaar,Man,406.0
1813,Ypelaar,2017-01-01,30-44 jaar,Man,411.0
1814,Overakker,2017-01-01,30-44 jaar,Man,238.0
1815,Ginneken,2017-01-01,30-44 jaar,Man,448.0
1816,Mastbos,2017-01-01,30-44 jaar,Man,38.0
1817,Boeimeer,2017-01-01,30-44 jaar,Man,557.0
1818,Ruitersbos,2017-01-01,30-44 jaar,Man,122.0
1819,Haagpoort,2017-01-01,30-44 jaar,Man,278.0
1820,Heuvel,2017-01-01,30-44 jaar,Man,996.0
1821,Tuinzigt,2017-01-01,30-44 jaar,Man,831.0
1822,Princenhage,2017-01-01,30-44 jaar,Man,879.0
1823,Westerpark,2017-01-01,30-44 jaar,Man,377.0
1824,Heilaar,2017-01-01,30-44 jaar,Man,19.0
1825,Hazeldonk,2017-01-01,30-44 jaar,Man,3.0
1826,Steenakker,2017-01-01,30-44 jaar,Man,18.0
1827,Effen-Rith,2017-01-01,30-44 jaar,Man,57.0
1828,Liesbos,2017-01-01,30-44 jaar,Man,41.0
1829,Gageldonk,2017-01-01,30-44 jaar,Man,559.0
1830,Kievitsloop,2017-01-01,30-44 jaar,Man,449.0
1831,Kesteren,2017-01-01,30-44 jaar,Man,435.0
1832,Muizenberg,2017-01-01,30-44 jaar,Man,250.0
1833,Heksenwiel,2017-01-01,30-44 jaar,Man,350.0
1834,Overkroeten,2017-01-01,30-44 jaar,Man,251.0
1835,Kroeten,2017-01-01,30-44 jaar,Man,295.0
1836,Emer,2017-01-01,30-44 jaar,Man,9.0
1837,Hagebeemd,2017-01-01,30-44 jaar,Man,16.0
1838,Bavel,2017-01-01,30-44 jaar,Man,357.0
1839,Nieuw Wolfslaar,2017-01-01,30-44 jaar,Man,176.0
1840,Buitengebied Bavel,2017-01-01,30-44 jaar,Man,24.0
1841,Ulvenhout,2017-01-01,30-44 jaar,Man,281.0
1842,Buitengebied Ulvenhout,2017-01-01,30-44 jaar,Man,17.0
1843,Prinsenbeek,2017-01-01,30-44 jaar,Man,800.0
1844,Buitengebied Prinsenbeek,2017-01-01,30-44 jaar,Man,54.0
1845,Teteringen,2017-01-01,30-44 jaar,Man,570.0
1846,Vuchtpolder,2017-01-01,30-44 jaar,Man,7.0
1847,Buitengebied Teteringen,2017-01-01,30-44 jaar,Man,13.0
1848,Valkenberg,2017-01-01,30-44 jaar,Vrouw,147.0
1849,Chassé,2017-01-01,30-44 jaar,Vrouw,309.0
1850,Fellenoord,2017-01-01,30-44 jaar,Vrouw,163.0
1851,Schorsmolen,2017-01-01,30-44 jaar,Vrouw,357.0
1852,Station,2017-01-01,30-44 jaar,Vrouw,244.0
1853,City,2017-01-01,30-44 jaar,Vrouw,173.0
1854,Belcrum,2017-01-01,30-44 jaar,Vrouw,478.0
1855,Doornbos-Linie,2017-01-01,30-44 jaar,Vrouw,432.0
1856,Biesdonk,2017-01-01,30-44 jaar,Vrouw,467.0
1857,Geeren-zuid,2017-01-01,30-44 jaar,Vrouw,381.0
1858,Wisselaar,2017-01-01,30-44 jaar,Vrouw,382.0
1859,Krogten,2017-01-01,30-44 jaar,Vrouw,13.0
1860,Geeren-noord,2017-01-01,30-44 jaar,Vrouw,256.0
1861,Waterdonken,2017-01-01,30-44 jaar,Vrouw,235.0
1862,Brabantpark,2017-01-01,30-44 jaar,Vrouw,982.0
1863,Sportpark,2017-01-01,30-44 jaar,Vrouw,352.0
1864,Zandberg,2017-01-01,30-44 jaar,Vrouw,495.0
1865,Heusdenhout,2017-01-01,30-44 jaar,Vrouw,449.0
1866,Moleneind-oost,2017-01-01,30-44 jaar,Vrouw,5.0
1867,Hoogeind,2017-01-01,30-44 jaar,Vrouw,5.0
1868,Blauwe Kei,2017-01-01,30-44 jaar,Vrouw,427.0
1869,Ypelaar,2017-01-01,30-44 jaar,Vrouw,465.0
1870,Overakker,2017-01-01,30-44 jaar,Vrouw,267.0
1871,Ginneken,2017-01-01,30-44 jaar,Vrouw,522.0
1872,Mastbos,2017-01-01,30-44 jaar,Vrouw,35.0
1873,Boeimeer,2017-01-01,30-44 jaar,Vrouw,604.0
1874,Ruitersbos,2017-01-01,30-44 jaar,Vrouw,146.0
1875,Haagpoort,2017-01-01,30-44 jaar,Vrouw,268.0
1876,Heuvel,2017-01-01,30-44 jaar,Vrouw,914.0
1877,Tuinzigt,2017-01-01,30-44 jaar,Vrouw,736.0
1878,Princenhage,2017-01-01,30-44 jaar,Vrouw,909.0
1879,Westerpark,2017-01-01,30-44 jaar,Vrouw,442.0
1880,Heilaar,2017-01-01,30-44 jaar,Vrouw,25.0
1881,Hazeldonk,2017-01-01,30-44 jaar,Vrouw,2.0
1882,Steenakker,2017-01-01,30-44 jaar,Vrouw,19.0
1883,Effen-Rith,2017-01-01,30-44 jaar,Vrouw,48.0
1884,Liesbos,2017-01-01,30-44 jaar,Vrouw,46.0
1885,Gageldonk,2017-01-01,30-44 jaar,Vrouw,506.0
1886,Kievitsloop,2017-01-01,30-44 jaar,Vrouw,447.0
1887,Kesteren,2017-01-01,30-44 jaar,Vrouw,417.0
1888,Muizenberg,2017-01-01,30-44 jaar,Vrouw,274.0
1889,Heksenwiel,2017-01-01,30-44 jaar,Vrouw,367.0
1890,Overkroeten,2017-01-01,30-44 jaar,Vrouw,280.0
1891,Kroeten,2017-01-01,30-44 jaar,Vrouw,301.0
1892,Emer,2017-01-01,30-44 jaar,Vrouw,5.0
1893,Hagebeemd,2017-01-01,30-44 jaar,Vrouw,20.0
1894,Bavel,2017-01-01,30-44 jaar,Vrouw,401.0
1895,Nieuw Wolfslaar,2017-01-01,30-44 jaar,Vrouw,248.0
1896,Buitengebied Bavel,2017-01-01,30-44 jaar,Vrouw,28.0
1897,Ulvenhout,2017-01-01,30-44 jaar,Vrouw,335.0
1898,Buitengebied Ulvenhout,2017-01-01,30-44 jaar,Vrouw,16.0
1899,Prinsenbeek,2017-01-01,30-44 jaar,Vrouw,906.0
1900,Buitengebied Prinsenbeek,2017-01-01,30-44 jaar,Vrouw,57.0
1901,Teteringen,2017-01-01,30-44 jaar,Vrouw,632.0
1902,Vuchtpolder,2017-01-01,30-44 jaar,Vrouw,5.0
1903,Buitengebied Teteringen,2017-01-01,30-44 jaar,Vrouw,8.0
1904,Valkenberg,2017-01-01,45-64 jaar,Man,203.0
1905,Chassé,2017-01-01,45-64 jaar,Man,420.0
1906,Fellenoord,2017-01-01,45-64 jaar,Man,164.0
1907,Schorsmolen,2017-01-01,45-64 jaar,Man,313.0
1908,Station,2017-01-01,45-64 jaar,Man,191.0
1909,City,2017-01-01,45-64 jaar,Man,252.0
1910,Belcrum,2017-01-01,45-64 jaar,Man,452.0
1911,Doornbos-Linie,2017-01-01,45-64 jaar,Man,497.0
1912,Biesdonk,2017-01-01,45-64 jaar,Man,581.0
1913,Geeren-zuid,2017-01-01,45-64 jaar,Man,394.0
1914,Wisselaar,2017-01-01,45-64 jaar,Man,548.0
1915,Krogten,2017-01-01,45-64 jaar,Man,45.0
1916,Geeren-noord,2017-01-01,45-64 jaar,Man,346.0
1917,Waterdonken,2017-01-01,45-64 jaar,Man,81.0
1918,Brabantpark,2017-01-01,45-64 jaar,Man,1104.0
1919,Sportpark,2017-01-01,45-64 jaar,Man,435.0
1920,Zandberg,2017-01-01,45-64 jaar,Man,729.0
1921,Heusdenhout,2017-01-01,45-64 jaar,Man,658.0
1922,Moleneind-oost,2017-01-01,45-64 jaar,Man,10.0
1923,Hoogeind,2017-01-01,45-64 jaar,Man,9.0
1924,Blauwe Kei,2017-01-01,45-64 jaar,Man,475.0
1925,Ypelaar,2017-01-01,45-64 jaar,Man,658.0
1926,Overakker,2017-01-01,45-64 jaar,Man,354.0
1927,Ginneken,2017-01-01,45-64 jaar,Man,753.0
1928,Mastbos,2017-01-01,45-64 jaar,Man,105.0
1929,Boeimeer,2017-01-01,45-64 jaar,Man,753.0
1930,Ruitersbos,2017-01-01,45-64 jaar,Man,298.0
1931,Haagpoort,2017-01-01,45-64 jaar,Man,270.0
1932,Heuvel,2017-01-01,45-64 jaar,Man,852.0
1933,Tuinzigt,2017-01-01,45-64 jaar,Man,818.0
1934,Princenhage,2017-01-01,45-64 jaar,Man,1062.0
1935,Westerpark,2017-01-01,45-64 jaar,Man,531.0
1936,Heilaar,2017-01-01,45-64 jaar,Man,66.0
1937,Hazeldonk,2017-01-01,45-64 jaar,Man,7.0
