,Buurten,Year,Age,Gender,value
2460,Buitengebied Prinsenbeek,2018-01-01,30-44 jaar,Vrouw,59.0
2461,Teteringen,2018-01-01,30-44 jaar,Vrouw,627.0
2462,Vuchtpolder,2018-01-01,30-44 jaar,Vrouw,5.0
2463,Buitengebied Teteringen,2018-01-01,30-44 jaar,Vrouw,10.0
2464,Valkenberg,2018-01-01,45-64 jaar,Man,195.0
2465,Chassé,2018-01-01,45-64 jaar,Man,405.0
2466,Fellenoord,2018-01-01,45-64 jaar,Man,158.0
2467,Schorsmolen,2018-01-01,45-64 jaar,Man,329.0
2468,Station,2018-01-01,45-64 jaar,Man,196.0
2469,City,2018-01-01,45-64 jaar,Man,262.0
2470,Belcrum,2018-01-01,45-64 jaar,Man,478.0
2471,Doornbos-Linie,2018-01-01,45-64 jaar,Man,502.0
2472,Biesdonk,2018-01-01,45-64 jaar,Man,575.0
2473,Geeren-zuid,2018-01-01,45-64 jaar,Man,403.0
2474,Wisselaar,2018-01-01,45-64 jaar,Man,543.0
2475,Krogten,2018-01-01,45-64 jaar,Man,41.0
2476,Geeren-noord,2018-01-01,45-64 jaar,Man,357.0
2477,Waterdonken,2018-01-01,45-64 jaar,Man,84.0
2478,Brabantpark,2018-01-01,45-64 jaar,Man,1116.0
2479,Sportpark,2018-01-01,45-64 jaar,Man,428.0
2480,Zandberg,2018-01-01,45-64 jaar,Man,743.0
2481,Heusdenhout,2018-01-01,45-64 jaar,Man,644.0
2482,Moleneind-oost,2018-01-01,45-64 jaar,Man,9.0
2483,Hoogeind,2018-01-01,45-64 jaar,Man,7.0
2484,Blauwe Kei,2018-01-01,45-64 jaar,Man,481.0
2485,Ypelaar,2018-01-01,45-64 jaar,Man,679.0
2486,Overakker,2018-01-01,45-64 jaar,Man,362.0
2487,Ginneken,2018-01-01,45-64 jaar,Man,747.0
2488,Mastbos,2018-01-01,45-64 jaar,Man,114.0
2489,Boeimeer,2018-01-01,45-64 jaar,Man,769.0
2490,Ruitersbos,2018-01-01,45-64 jaar,Man,296.0
2491,Haagpoort,2018-01-01,45-64 jaar,Man,265.0
2492,Heuvel,2018-01-01,45-64 jaar,Man,842.0
2493,Tuinzigt,2018-01-01,45-64 jaar,Man,826.0
2494,Princenhage,2018-01-01,45-64 jaar,Man,1086.0
2495,Westerpark,2018-01-01,45-64 jaar,Man,537.0
2496,Heilaar,2018-01-01,45-64 jaar,Man,77.0
2497,Hazeldonk,2018-01-01,45-64 jaar,Man,7.0
2498,Steenakker,2018-01-01,45-64 jaar,Man,52.0
2499,Effen-Rith,2018-01-01,45-64 jaar,Man,142.0
2500,Liesbos,2018-01-01,45-64 jaar,Man,107.0
2501,Gageldonk,2018-01-01,45-64 jaar,Man,738.0
2502,Kievitsloop,2018-01-01,45-64 jaar,Man,709.0
2503,Kesteren,2018-01-01,45-64 jaar,Man,584.0
2504,Muizenberg,2018-01-01,45-64 jaar,Man,506.0
2505,Heksenwiel,2018-01-01,45-64 jaar,Man,760.0
2506,Overkroeten,2018-01-01,45-64 jaar,Man,572.0
2507,Kroeten,2018-01-01,45-64 jaar,Man,362.0
2508,Emer,2018-01-01,45-64 jaar,Man,10.0
2509,Hagebeemd,2018-01-01,45-64 jaar,Man,41.0
2510,Bavel,2018-01-01,45-64 jaar,Man,866.0
2511,Nieuw Wolfslaar,2018-01-01,45-64 jaar,Man,393.0
2512,Buitengebied Bavel,2018-01-01,45-64 jaar,Man,90.0
2513,Ulvenhout,2018-01-01,45-64 jaar,Man,655.0
2514,Buitengebied Ulvenhout,2018-01-01,45-64 jaar,Man,47.0
2515,Prinsenbeek,2018-01-01,45-64 jaar,Man,1599.0
2516,Buitengebied Prinsenbeek,2018-01-01,45-64 jaar,Man,146.0
2517,Teteringen,2018-01-01,45-64 jaar,Man,1078.0
2518,Vuchtpolder,2018-01-01,45-64 jaar,Man,18.0
2519,Buitengebied Teteringen,2018-01-01,45-64 jaar,Man,26.0
2520,Valkenberg,2018-01-01,45-64 jaar,Vrouw,186.0
2521,Chassé,2018-01-01,45-64 jaar,Vrouw,363.0
2522,Fellenoord,2018-01-01,45-64 jaar,Vrouw,168.0
2523,Schorsmolen,2018-01-01,45-64 jaar,Vrouw,224.0
2524,Station,2018-01-01,45-64 jaar,Vrouw,173.0
2525,City,2018-01-01,45-64 jaar,Vrouw,170.0
2526,Belcrum,2018-01-01,45-64 jaar,Vrouw,447.0
2527,Doornbos-Linie,2018-01-01,45-64 jaar,Vrouw,454.0
2528,Biesdonk,2018-01-01,45-64 jaar,Vrouw,627.0
2529,Geeren-zuid,2018-01-01,45-64 jaar,Vrouw,439.0
2530,Wisselaar,2018-01-01,45-64 jaar,Vrouw,561.0
2531,Krogten,2018-01-01,45-64 jaar,Vrouw,32.0
2532,Geeren-noord,2018-01-01,45-64 jaar,Vrouw,323.0
2533,Waterdonken,2018-01-01,45-64 jaar,Vrouw,83.0
2534,Brabantpark,2018-01-01,45-64 jaar,Vrouw,1136.0
2535,Sportpark,2018-01-01,45-64 jaar,Vrouw,455.0
2536,Zandberg,2018-01-01,45-64 jaar,Vrouw,753.0
2537,Heusdenhout,2018-01-01,45-64 jaar,Vrouw,657.0
2538,Moleneind-oost,2018-01-01,45-64 jaar,Vrouw,8.0
2539,Hoogeind,2018-01-01,45-64 jaar,Vrouw,7.0
2540,Blauwe Kei,2018-01-01,45-64 jaar,Vrouw,547.0
2541,Ypelaar,2018-01-01,45-64 jaar,Vrouw,789.0
2542,Overakker,2018-01-01,45-64 jaar,Vrouw,391.0
2543,Ginneken,2018-01-01,45-64 jaar,Vrouw,830.0
2544,Mastbos,2018-01-01,45-64 jaar,Vrouw,94.0
2545,Boeimeer,2018-01-01,45-64 jaar,Vrouw,809.0
2546,Ruitersbos,2018-01-01,45-64 jaar,Vrouw,303.0
2547,Haagpoort,2018-01-01,45-64 jaar,Vrouw,289.0
2548,Heuvel,2018-01-01,45-64 jaar,Vrouw,888.0
2549,Tuinzigt,2018-01-01,45-64 jaar,Vrouw,765.0
2550,Princenhage,2018-01-01,45-64 jaar,Vrouw,1030.0
2551,Westerpark,2018-01-01,45-64 jaar,Vrouw,481.0
2552,Heilaar,2018-01-01,45-64 jaar,Vrouw,68.0
2553,Hazeldonk,2018-01-01,45-64 jaar,Vrouw,9.0
2554,Steenakker,2018-01-01,45-64 jaar,Vrouw,46.0
2555,Effen-Rith,2018-01-01,45-64 jaar,Vrouw,140.0
2556,Liesbos,2018-01-01,45-64 jaar,Vrouw,105.0
2557,Gageldonk,2018-01-01,45-64 jaar,Vrouw,725.0
2558,Kievitsloop,2018-01-01,45-64 jaar,Vrouw,691.0
2559,Kesteren,2018-01-01,45-64 jaar,Vrouw,603.0
2560,Muizenberg,2018-01-01,45-64 jaar,Vrouw,534.0
2561,Heksenwiel,2018-01-01,45-64 jaar,Vrouw,818.0
2562,Overkroeten,2018-01-01,45-64 jaar,Vrouw,621.0
2563,Kroeten,2018-01-01,45-64 jaar,Vrouw,327.0
2564,Emer,2018-01-01,45-64 jaar,Vrouw,10.0
2565,Hagebeemd,2018-01-01,45-64 jaar,Vrouw,37.0
2566,Bavel,2018-01-01,45-64 jaar,Vrouw,905.0
2567,Nieuw Wolfslaar,2018-01-01,45-64 jaar,Vrouw,339.0
2568,Buitengebied Bavel,2018-01-01,45-64 jaar,Vrouw,94.0
2569,Ulvenhout,2018-01-01,45-64 jaar,Vrouw,649.0
2570,Buitengebied Ulvenhout,2018-01-01,45-64 jaar,Vrouw,45.0
2571,Prinsenbeek,2018-01-01,45-64 jaar,Vrouw,1622.0
2572,Buitengebied Prinsenbeek,2018-01-01,45-64 jaar,Vrouw,143.0
2573,Teteringen,2018-01-01,45-64 jaar,Vrouw,1054.0
2574,Vuchtpolder,2018-01-01,45-64 jaar,Vrouw,26.0
2575,Buitengebied Teteringen,2018-01-01,45-64 jaar,Vrouw,25.0
2576,Valkenberg,2018-01-01,65-74 jaar,Man,105.0
2577,Chassé,2018-01-01,65-74 jaar,Man,230.0
2578,Fellenoord,2018-01-01,65-74 jaar,Man,56.0
2579,Schorsmolen,2018-01-01,65-74 jaar,Man,97.0
2580,Station,2018-01-01,65-74 jaar,Man,58.0
2581,City,2018-01-01,65-74 jaar,Man,81.0
2582,Belcrum,2018-01-01,65-74 jaar,Man,126.0
2583,Doornbos-Linie,2018-01-01,65-74 jaar,Man,166.0
2584,Biesdonk,2018-01-01,65-74 jaar,Man,233.0
2585,Geeren-zuid,2018-01-01,65-74 jaar,Man,146.0
2586,Wisselaar,2018-01-01,65-74 jaar,Man,210.0
2587,Krogten,2018-01-01,65-74 jaar,Man,14.0
2588,Geeren-noord,2018-01-01,65-74 jaar,Man,92.0
2589,Waterdonken,2018-01-01,65-74 jaar,Man,15.0
2590,Brabantpark,2018-01-01,65-74 jaar,Man,409.0
2591,Sportpark,2018-01-01,65-74 jaar,Man,170.0
2592,Zandberg,2018-01-01,65-74 jaar,Man,215.0
2593,Heusdenhout,2018-01-01,65-74 jaar,Man,301.0
2594,Moleneind-oost,2018-01-01,65-74 jaar,Man,4.0
2595,Hoogeind,2018-01-01,65-74 jaar,Man,5.0
2596,Blauwe Kei,2018-01-01,65-74 jaar,Man,214.0
2597,Ypelaar,2018-01-01,65-74 jaar,Man,356.0
2598,Overakker,2018-01-01,65-74 jaar,Man,172.0
2599,Ginneken,2018-01-01,65-74 jaar,Man,300.0
2600,Mastbos,2018-01-01,65-74 jaar,Man,34.0
2601,Boeimeer,2018-01-01,65-74 jaar,Man,303.0
2602,Ruitersbos,2018-01-01,65-74 jaar,Man,164.0
2603,Haagpoort,2018-01-01,65-74 jaar,Man,91.0
2604,Heuvel,2018-01-01,65-74 jaar,Man,322.0
2605,Tuinzigt,2018-01-01,65-74 jaar,Man,288.0
2606,Princenhage,2018-01-01,65-74 jaar,Man,566.0
2607,Westerpark,2018-01-01,65-74 jaar,Man,123.0
2608,Heilaar,2018-01-01,65-74 jaar,Man,18.0
2609,Hazeldonk,2018-01-01,65-74 jaar,Man,4.0
2610,Steenakker,2018-01-01,65-74 jaar,Man,16.0
2611,Effen-Rith,2018-01-01,65-74 jaar,Man,67.0
2612,Liesbos,2018-01-01,65-74 jaar,Man,54.0
2613,Gageldonk,2018-01-01,65-74 jaar,Man,261.0
2614,Kievitsloop,2018-01-01,65-74 jaar,Man,183.0
2615,Kesteren,2018-01-01,65-74 jaar,Man,136.0
2616,Muizenberg,2018-01-01,65-74 jaar,Man,152.0
2617,Heksenwiel,2018-01-01,65-74 jaar,Man,210.0
2618,Overkroeten,2018-01-01,65-74 jaar,Man,116.0
2619,Kroeten,2018-01-01,65-74 jaar,Man,56.0
2620,Emer,2018-01-01,65-74 jaar,Man,7.0
2621,Hagebeemd,2018-01-01,65-74 jaar,Man,14.0
2622,Bavel,2018-01-01,65-74 jaar,Man,347.0
2623,Nieuw Wolfslaar,2018-01-01,65-74 jaar,Man,102.0
2624,Buitengebied Bavel,2018-01-01,65-74 jaar,Man,31.0
2625,Ulvenhout,2018-01-01,65-74 jaar,Man,294.0
2626,Buitengebied Ulvenhout,2018-01-01,65-74 jaar,Man,13.0
2627,Prinsenbeek,2018-01-01,65-74 jaar,Man,646.0
2628,Buitengebied Prinsenbeek,2018-01-01,65-74 jaar,Man,56.0
2629,Teteringen,2018-01-01,65-74 jaar,Man,436.0
2630,Vuchtpolder,2018-01-01,65-74 jaar,Man,11.0
2631,Buitengebied Teteringen,2018-01-01,65-74 jaar,Man,12.0
2632,Valkenberg,2018-01-01,65-74 jaar,Vrouw,106.0
2633,Chassé,2018-01-01,65-74 jaar,Vrouw,225.0
2634,Fellenoord,2018-01-01,65-74 jaar,Vrouw,53.0
2635,Schorsmolen,2018-01-01,65-74 jaar,Vrouw,78.0
2636,Station,2018-01-01,65-74 jaar,Vrouw,45.0
2637,City,2018-01-01,65-74 jaar,Vrouw,78.0
2638,Belcrum,2018-01-01,65-74 jaar,Vrouw,142.0
2639,Doornbos-Linie,2018-01-01,65-74 jaar,Vrouw,169.0
2640,Biesdonk,2018-01-01,65-74 jaar,Vrouw,270.0
2641,Geeren-zuid,2018-01-01,65-74 jaar,Vrouw,178.0
2642,Wisselaar,2018-01-01,65-74 jaar,Vrouw,227.0
2643,Krogten,2018-01-01,65-74 jaar,Vrouw,10.0
2644,Geeren-noord,2018-01-01,65-74 jaar,Vrouw,110.0
2645,Waterdonken,2018-01-01,65-74 jaar,Vrouw,14.0
2646,Brabantpark,2018-01-01,65-74 jaar,Vrouw,455.0
2647,Sportpark,2018-01-01,65-74 jaar,Vrouw,175.0
2648,Zandberg,2018-01-01,65-74 jaar,Vrouw,221.0
2649,Heusdenhout,2018-01-01,65-74 jaar,Vrouw,386.0
2650,Moleneind-oost,2018-01-01,65-74 jaar,Vrouw,7.0
2651,Hoogeind,2018-01-01,65-74 jaar,Vrouw,7.0
2652,Blauwe Kei,2018-01-01,65-74 jaar,Vrouw,196.0
2653,Ypelaar,2018-01-01,65-74 jaar,Vrouw,504.0
2654,Overakker,2018-01-01,65-74 jaar,Vrouw,215.0
2655,Ginneken,2018-01-01,65-74 jaar,Vrouw,330.0
2656,Mastbos,2018-01-01,65-74 jaar,Vrouw,34.0
2657,Boeimeer,2018-01-01,65-74 jaar,Vrouw,352.0
2658,Ruitersbos,2018-01-01,65-74 jaar,Vrouw,175.0
2659,Haagpoort,2018-01-01,65-74 jaar,Vrouw,76.0
2660,Heuvel,2018-01-01,65-74 jaar,Vrouw,310.0
2661,Tuinzigt,2018-01-01,65-74 jaar,Vrouw,274.0
2662,Princenhage,2018-01-01,65-74 jaar,Vrouw,561.0
2663,Westerpark,2018-01-01,65-74 jaar,Vrouw,126.0
2664,Heilaar,2018-01-01,65-74 jaar,Vrouw,20.0
2665,Hazeldonk,2018-01-01,65-74 jaar,Vrouw,1.0
2666,Steenakker,2018-01-01,65-74 jaar,Vrouw,16.0
2667,Effen-Rith,2018-01-01,65-74 jaar,Vrouw,64.0
2668,Liesbos,2018-01-01,65-74 jaar,Vrouw,56.0
2669,Gageldonk,2018-01-01,65-74 jaar,Vrouw,217.0
2670,Kievitsloop,2018-01-01,65-74 jaar,Vrouw,153.0
2671,Kesteren,2018-01-01,65-74 jaar,Vrouw,104.0
2672,Muizenberg,2018-01-01,65-74 jaar,Vrouw,149.0
2673,Heksenwiel,2018-01-01,65-74 jaar,Vrouw,233.0
2674,Overkroeten,2018-01-01,65-74 jaar,Vrouw,110.0
2675,Kroeten,2018-01-01,65-74 jaar,Vrouw,62.0
2676,Emer,2018-01-01,65-74 jaar,Vrouw,4.0
2677,Hagebeemd,2018-01-01,65-74 jaar,Vrouw,12.0
2678,Bavel,2018-01-01,65-74 jaar,Vrouw,360.0
2679,Nieuw Wolfslaar,2018-01-01,65-74 jaar,Vrouw,125.0
2680,Buitengebied Bavel,2018-01-01,65-74 jaar,Vrouw,28.0
2681,Ulvenhout,2018-01-01,65-74 jaar,Vrouw,336.0
2682,Buitengebied Ulvenhout,2018-01-01,65-74 jaar,Vrouw,14.0
2683,Prinsenbeek,2018-01-01,65-74 jaar,Vrouw,704.0
2684,Buitengebied Prinsenbeek,2018-01-01,65-74 jaar,Vrouw,53.0
2685,Teteringen,2018-01-01,65-74 jaar,Vrouw,453.0
2686,Vuchtpolder,2018-01-01,65-74 jaar,Vrouw,1.0
2687,Buitengebied Teteringen,2018-01-01,65-74 jaar,Vrouw,13.0
2688,Valkenberg,2018-01-01,>= 75 jaar,Man,50.0
2689,Chassé,2018-01-01,>= 75 jaar,Man,125.0
2690,Fellenoord,2018-01-01,>= 75 jaar,Man,23.0
2691,Schorsmolen,2018-01-01,>= 75 jaar,Man,92.0
2692,Station,2018-01-01,>= 75 jaar,Man,15.0
2693,City,2018-01-01,>= 75 jaar,Man,27.0
2694,Belcrum,2018-01-01,>= 75 jaar,Man,61.0
2695,Doornbos-Linie,2018-01-01,>= 75 jaar,Man,97.0
2696,Biesdonk,2018-01-01,>= 75 jaar,Man,178.0
2697,Geeren-zuid,2018-01-01,>= 75 jaar,Man,131.0
2698,Wisselaar,2018-01-01,>= 75 jaar,Man,159.0
2699,Krogten,2018-01-01,>= 75 jaar,Man,4.0
2700,Geeren-noord,2018-01-01,>= 75 jaar,Man,111.0
2701,Waterdonken,2018-01-01,>= 75 jaar,Man,4.0
2702,Brabantpark,2018-01-01,>= 75 jaar,Man,282.0
2703,Sportpark,2018-01-01,>= 75 jaar,Man,145.0
2704,Zandberg,2018-01-01,>= 75 jaar,Man,88.0
2705,Heusdenhout,2018-01-01,>= 75 jaar,Man,273.0
2706,Moleneind-oost,2018-01-01,>= 75 jaar,Man,6.0
2707,Hoogeind,2018-01-01,>= 75 jaar,Man,3.0
2708,Blauwe Kei,2018-01-01,>= 75 jaar,Man,112.0
2709,Ypelaar,2018-01-01,>= 75 jaar,Man,345.0
2710,Overakker,2018-01-01,>= 75 jaar,Man,217.0
2711,Ginneken,2018-01-01,>= 75 jaar,Man,169.0
2712,Mastbos,2018-01-01,>= 75 jaar,Man,21.0
2713,Boeimeer,2018-01-01,>= 75 jaar,Man,216.0
2714,Ruitersbos,2018-01-01,>= 75 jaar,Man,188.0
2715,Haagpoort,2018-01-01,>= 75 jaar,Man,36.0
2716,Heuvel,2018-01-01,>= 75 jaar,Man,190.0
2717,Tuinzigt,2018-01-01,>= 75 jaar,Man,133.0
2718,Princenhage,2018-01-01,>= 75 jaar,Man,302.0
2719,Westerpark,2018-01-01,>= 75 jaar,Man,102.0
2720,Heilaar,2018-01-01,>= 75 jaar,Man,14.0
2721,Hazeldonk,2018-01-01,>= 75 jaar,Man,0.0
2722,Steenakker,2018-01-01,>= 75 jaar,Man,8.0
2723,Effen-Rith,2018-01-01,>= 75 jaar,Man,30.0
2724,Liesbos,2018-01-01,>= 75 jaar,Man,35.0
2725,Gageldonk,2018-01-01,>= 75 jaar,Man,49.0
2726,Kievitsloop,2018-01-01,>= 75 jaar,Man,43.0
2727,Kesteren,2018-01-01,>= 75 jaar,Man,32.0
2728,Muizenberg,2018-01-01,>= 75 jaar,Man,43.0
2729,Heksenwiel,2018-01-01,>= 75 jaar,Man,144.0
2730,Overkroeten,2018-01-01,>= 75 jaar,Man,74.0
2731,Kroeten,2018-01-01,>= 75 jaar,Man,22.0
2732,Emer,2018-01-01,>= 75 jaar,Man,3.0
2733,Hagebeemd,2018-01-01,>= 75 jaar,Man,5.0
2734,Bavel,2018-01-01,>= 75 jaar,Man,208.0
2735,Nieuw Wolfslaar,2018-01-01,>= 75 jaar,Man,80.0
2736,Buitengebied Bavel,2018-01-01,>= 75 jaar,Man,14.0
2737,Ulvenhout,2018-01-01,>= 75 jaar,Man,291.0
2738,Buitengebied Ulvenhout,2018-01-01,>= 75 jaar,Man,8.0
2739,Prinsenbeek,2018-01-01,>= 75 jaar,Man,508.0
2740,Buitengebied Prinsenbeek,2018-01-01,>= 75 jaar,Man,39.0
2741,Teteringen,2018-01-01,>= 75 jaar,Man,359.0
2742,Vuchtpolder,2018-01-01,>= 75 jaar,Man,3.0
2743,Buitengebied Teteringen,2018-01-01,>= 75 jaar,Man,39.0
2744,Valkenberg,2018-01-01,>= 75 jaar,Vrouw,85.0
2745,Chassé,2018-01-01,>= 75 jaar,Vrouw,163.0
2746,Fellenoord,2018-01-01,>= 75 jaar,Vrouw,29.0
2747,Schorsmolen,2018-01-01,>= 75 jaar,Vrouw,199.0
2748,Station,2018-01-01,>= 75 jaar,Vrouw,19.0
2749,City,2018-01-01,>= 75 jaar,Vrouw,47.0
2750,Belcrum,2018-01-01,>= 75 jaar,Vrouw,75.0
2751,Doornbos-Linie,2018-01-01,>= 75 jaar,Vrouw,134.0
2752,Biesdonk,2018-01-01,>= 75 jaar,Vrouw,292.0
2753,Geeren-zuid,2018-01-01,>= 75 jaar,Vrouw,228.0
2754,Wisselaar,2018-01-01,>= 75 jaar,Vrouw,172.0
2755,Krogten,2018-01-01,>= 75 jaar,Vrouw,4.0
2756,Geeren-noord,2018-01-01,>= 75 jaar,Vrouw,188.0
2757,Waterdonken,2018-01-01,>= 75 jaar,Vrouw,4.0
2758,Brabantpark,2018-01-01,>= 75 jaar,Vrouw,502.0
2759,Sportpark,2018-01-01,>= 75 jaar,Vrouw,242.0
2760,Zandberg,2018-01-01,>= 75 jaar,Vrouw,99.0
2761,Heusdenhout,2018-01-01,>= 75 jaar,Vrouw,411.0
2762,Moleneind-oost,2018-01-01,>= 75 jaar,Vrouw,3.0
2763,Hoogeind,2018-01-01,>= 75 jaar,Vrouw,2.0
2764,Blauwe Kei,2018-01-01,>= 75 jaar,Vrouw,145.0
2765,Ypelaar,2018-01-01,>= 75 jaar,Vrouw,571.0
2766,Overakker,2018-01-01,>= 75 jaar,Vrouw,389.0
2767,Ginneken,2018-01-01,>= 75 jaar,Vrouw,218.0
2768,Mastbos,2018-01-01,>= 75 jaar,Vrouw,12.0
2769,Boeimeer,2018-01-01,>= 75 jaar,Vrouw,299.0
2770,Ruitersbos,2018-01-01,>= 75 jaar,Vrouw,372.0
2771,Haagpoort,2018-01-01,>= 75 jaar,Vrouw,44.0
2772,Heuvel,2018-01-01,>= 75 jaar,Vrouw,236.0
2773,Tuinzigt,2018-01-01,>= 75 jaar,Vrouw,162.0
2774,Princenhage,2018-01-01,>= 75 jaar,Vrouw,425.0
2775,Westerpark,2018-01-01,>= 75 jaar,Vrouw,149.0
2776,Heilaar,2018-01-01,>= 75 jaar,Vrouw,13.0
2777,Hazeldonk,2018-01-01,>= 75 jaar,Vrouw,3.0
2778,Steenakker,2018-01-01,>= 75 jaar,Vrouw,9.0
2779,Effen-Rith,2018-01-01,>= 75 jaar,Vrouw,25.0
2780,Liesbos,2018-01-01,>= 75 jaar,Vrouw,52.0
2781,Gageldonk,2018-01-01,>= 75 jaar,Vrouw,52.0
2782,Kievitsloop,2018-01-01,>= 75 jaar,Vrouw,36.0
2783,Kesteren,2018-01-01,>= 75 jaar,Vrouw,49.0
2784,Muizenberg,2018-01-01,>= 75 jaar,Vrouw,49.0
2785,Heksenwiel,2018-01-01,>= 75 jaar,Vrouw,217.0
2786,Overkroeten,2018-01-01,>= 75 jaar,Vrouw,83.0
2787,Kroeten,2018-01-01,>= 75 jaar,Vrouw,26.0
2788,Emer,2018-01-01,>= 75 jaar,Vrouw,4.0
2789,Hagebeemd,2018-01-01,>= 75 jaar,Vrouw,3.0
2790,Bavel,2018-01-01,>= 75 jaar,Vrouw,249.0
2791,Nieuw Wolfslaar,2018-01-01,>= 75 jaar,Vrouw,90.0
2792,Buitengebied Bavel,2018-01-01,>= 75 jaar,Vrouw,12.0
2793,Ulvenhout,2018-01-01,>= 75 jaar,Vrouw,393.0
2794,Buitengebied Ulvenhout,2018-01-01,>= 75 jaar,Vrouw,7.0
2795,Prinsenbeek,2018-01-01,>= 75 jaar,Vrouw,598.0
2796,Buitengebied Prinsenbeek,2018-01-01,>= 75 jaar,Vrouw,31.0
2797,Teteringen,2018-01-01,>= 75 jaar,Vrouw,452.0
2798,Vuchtpolder,2018-01-01,>= 75 jaar,Vrouw,4.0
2799,Buitengebied Teteringen,2018-01-01,>= 75 jaar,Vrouw,4.0
2800,Valkenberg,2019-01-01,< 30 jaar,Man,447.0
2801,Chassé,2019-01-01,< 30 jaar,Man,581.0
2802,Fellenoord,2019-01-01,< 30 jaar,Man,355.0
2803,Schorsmolen,2019-01-01,< 30 jaar,Man,800.0
2804,Station,2019-01-01,< 30 jaar,Man,590.0
2805,City,2019-01-01,< 30 jaar,Man,700.0
2806,Belcrum,2019-01-01,< 30 jaar,Man,776.0
2807,Doornbos-Linie,2019-01-01,< 30 jaar,Man,954.0
2808,Biesdonk,2019-01-01,< 30 jaar,Man,935.0
2809,Geeren-zuid,2019-01-01,< 30 jaar,Man,740.0
2810,Wisselaar,2019-01-01,< 30 jaar,Man,807.0
2811,Krogten,2019-01-01,< 30 jaar,Man,26.0
2812,Geeren-noord,2019-01-01,< 30 jaar,Man,523.0
2813,Waterdonken,2019-01-01,< 30 jaar,Man,271.0
2814,Brabantpark,2019-01-01,< 30 jaar,Man,1944.0
2815,Sportpark,2019-01-01,< 30 jaar,Man,627.0
2816,Zandberg,2019-01-01,< 30 jaar,Man,1063.0
2817,Heusdenhout,2019-01-01,< 30 jaar,Man,852.0
2818,Moleneind-oost,2019-01-01,< 30 jaar,Man,13.0
2819,Hoogeind,2019-01-01,< 30 jaar,Man,5.0
2820,Blauwe Kei,2019-01-01,< 30 jaar,Man,692.0
2821,Ypelaar,2019-01-01,< 30 jaar,Man,900.0
2822,Overakker,2019-01-01,< 30 jaar,Man,494.0
2823,Ginneken,2019-01-01,< 30 jaar,Man,935.0
2824,Mastbos,2019-01-01,< 30 jaar,Man,102.0
2825,Boeimeer,2019-01-01,< 30 jaar,Man,918.0
2826,Ruitersbos,2019-01-01,< 30 jaar,Man,348.0
2827,Haagpoort,2019-01-01,< 30 jaar,Man,414.0
2828,Heuvel,2019-01-01,< 30 jaar,Man,1565.0
2829,Tuinzigt,2019-01-01,< 30 jaar,Man,1679.0
2830,Princenhage,2019-01-01,< 30 jaar,Man,1469.0
2831,Westerpark,2019-01-01,< 30 jaar,Man,647.0
2832,Heilaar,2019-01-01,< 30 jaar,Man,75.0
2833,Hazeldonk,2019-01-01,< 30 jaar,Man,9.0
2834,Steenakker,2019-01-01,< 30 jaar,Man,124.0
2835,Effen-Rith,2019-01-01,< 30 jaar,Man,137.0
2836,Liesbos,2019-01-01,< 30 jaar,Man,97.0
2837,Gageldonk,2019-01-01,< 30 jaar,Man,868.0
2838,Kievitsloop,2019-01-01,< 30 jaar,Man,780.0
2839,Kesteren,2019-01-01,< 30 jaar,Man,759.0
2840,Muizenberg,2019-01-01,< 30 jaar,Man,532.0
2841,Heksenwiel,2019-01-01,< 30 jaar,Man,783.0
2842,Overkroeten,2019-01-01,< 30 jaar,Man,594.0
2843,Kroeten,2019-01-01,< 30 jaar,Man,468.0
2844,Emer,2019-01-01,< 30 jaar,Man,10.0
2845,Hagebeemd,2019-01-01,< 30 jaar,Man,28.0
2846,Bavel,2019-01-01,< 30 jaar,Man,899.0
2847,Nieuw Wolfslaar,2019-01-01,< 30 jaar,Man,458.0
2848,Buitengebied Bavel,2019-01-01,< 30 jaar,Man,122.0
2849,Ulvenhout,2019-01-01,< 30 jaar,Man,748.0
2850,Buitengebied Ulvenhout,2019-01-01,< 30 jaar,Man,55.0
2851,Prinsenbeek,2019-01-01,< 30 jaar,Man,1830.0
2852,Buitengebied Prinsenbeek,2019-01-01,< 30 jaar,Man,155.0
2853,Teteringen,2019-01-01,< 30 jaar,Man,1222.0
2854,Vuchtpolder,2019-01-01,< 30 jaar,Man,9.0
2855,Buitengebied Teteringen,2019-01-01,< 30 jaar,Man,48.0
2856,Valkenberg,2019-01-01,< 30 jaar,Vrouw,476.0
2857,Chassé,2019-01-01,< 30 jaar,Vrouw,563.0
2858,Fellenoord,2019-01-01,< 30 jaar,Vrouw,392.0
2859,Schorsmolen,2019-01-01,< 30 jaar,Vrouw,799.0
2860,Station,2019-01-01,< 30 jaar,Vrouw,608.0
2861,City,2019-01-01,< 30 jaar,Vrouw,700.0
2862,Belcrum,2019-01-01,< 30 jaar,Vrouw,862.0
2863,Doornbos-Linie,2019-01-01,< 30 jaar,Vrouw,939.0
2864,Biesdonk,2019-01-01,< 30 jaar,Vrouw,972.0
2865,Geeren-zuid,2019-01-01,< 30 jaar,Vrouw,718.0
2866,Wisselaar,2019-01-01,< 30 jaar,Vrouw,828.0
2867,Krogten,2019-01-01,< 30 jaar,Vrouw,30.0
2868,Geeren-noord,2019-01-01,< 30 jaar,Vrouw,480.0
2869,Waterdonken,2019-01-01,< 30 jaar,Vrouw,270.0
